regiao,concelho_id,concelho,freguesia_id,freguesia,tipologia,estado,agregacao,janela_temporal,periodo_referencia,n,p5,p25,media,p75,p95,fonte_ficheiro
AM Lisboa,110700,Loures,110705,Fanhões,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2602.0,,,AML.xlsx
AM Lisboa,110700,Loures,110707,Loures,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2978.0,4144.0,4885.0,5524.0,6591.0,AML.xlsx
AM Lisboa,110700,Loures,110707,Loures,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2134.0,3523.0,4113.0,4894.0,6317.0,AML.xlsx
AM Lisboa,110700,Loures,110707,Loures,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1820.0,3262.0,3560.0,4045.0,4642.0,AML.xlsx
AM Lisboa,110700,Loures,110707,Loures,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2979.0,3492.0,4328.0,,AML.xlsx
AM Lisboa,110700,Loures,110707,Loures,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2740.0,3433.0,4081.0,,AML.xlsx
AM Lisboa,110700,Loures,110707,Loures,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2985.0,4114.0,4830.0,5488.0,6576.0,AML.xlsx
AM Lisboa,110700,Loures,110707,Loures,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2096.0,3402.0,4041.0,4700.0,6257.0,AML.xlsx
AM Lisboa,110700,Loures,110707,Loures,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1852.0,3223.0,3539.0,4042.0,4660.0,AML.xlsx
AM Lisboa,110700,Loures,0,Total,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2769.0,3996.0,4517.0,5065.0,5851.0,AML.xlsx
AM Lisboa,110700,Loures,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2480.0,3365.0,4004.0,4647.0,5536.0,AML.xlsx
AM Lisboa,110700,Loures,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2245.0,2998.0,3570.0,4080.0,4935.0,AML.xlsx
AM Lisboa,110700,Loures,0,Total,Moradia,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,3070.0,3070.0,3621.0,4258.0,5450.0,AML.xlsx
AM Lisboa,110700,Loures,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1374.0,2286.0,3019.0,3660.0,5295.0,AML.xlsx
AM Lisboa,110700,Loures,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1271.0,2116.0,2810.0,3466.0,5162.0,AML.xlsx
AM Lisboa,110700,Loures,0,Total,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2824.0,3932.0,4461.0,5056.0,5838.0,AML.xlsx
AM Lisboa,110700,Loures,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2242.0,3162.0,3900.0,4603.0,5520.0,AML.xlsx
AM Lisboa,110700,Loures,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2010.0,2879.0,3464.0,4008.0,4974.0,AML.xlsx
AM Lisboa,110700,Loures,110731,"UF Camarate, Unhos e Apelação",Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,2969.0,,,AML.xlsx
AM Lisboa,110700,Loures,110731,"UF Camarate, Unhos e Apelação",Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1875.0,2629.0,3067.0,3558.0,4550.0,AML.xlsx
AM Lisboa,110700,Loures,110731,"UF Camarate, Unhos e Apelação",Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1801.0,2560.0,3084.0,3570.0,4760.0,AML.xlsx
AM Lisboa,110700,Loures,110731,"UF Camarate, Unhos e Apelação",Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2777.0,,,AML.xlsx
AM Lisboa,110700,Loures,110731,"UF Camarate, Unhos e Apelação",Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,3282.0,,,AML.xlsx
AM Lisboa,110700,Loures,110731,"UF Camarate, Unhos e Apelação",Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1660.0,2570.0,3028.0,3570.0,4473.0,AML.xlsx
AM Lisboa,110700,Loures,110731,"UF Camarate, Unhos e Apelação",Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1596.0,2484.0,2973.0,3548.0,4620.0,AML.xlsx
AM Lisboa,110700,Loures,110726,UF Moscavide e Portela,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2777.0,3529.0,4094.0,4575.0,5820.0,AML.xlsx
AM Lisboa,110700,Loures,110726,UF Moscavide e Portela,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2773.0,3526.0,4073.0,4583.0,5847.0,AML.xlsx
AM Lisboa,110700,Loures,110726,UF Moscavide e Portela,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2777.0,3529.0,4094.0,4575.0,5820.0,AML.xlsx
AM Lisboa,110700,Loures,110726,UF Moscavide e Portela,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2773.0,3526.0,4073.0,4583.0,5847.0,AML.xlsx
AM Lisboa,110700,Loures,110727,UF Sacavém e Prior Velho,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2446.0,2812.0,3713.0,4364.0,5536.0,AML.xlsx
AM Lisboa,110700,Loures,110727,UF Sacavém e Prior Velho,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2425.0,2781.0,3690.0,4364.0,5564.0,AML.xlsx
AM Lisboa,110700,Loures,110727,UF Sacavém e Prior Velho,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2446.0,2812.0,3713.0,4364.0,5536.0,AML.xlsx
AM Lisboa,110700,Loures,110727,UF Sacavém e Prior Velho,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2425.0,2781.0,3690.0,4364.0,5564.0,AML.xlsx
AM Lisboa,110700,Loures,110728,"UF Sta Iria Azoia, S João Talha e Bobadela",Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,3389.0,,,AML.xlsx
AM Lisboa,110700,Loures,110728,"UF Sta Iria Azoia, S João Talha e Bobadela",Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2316.0,2860.0,3393.0,3901.0,4792.0,AML.xlsx
AM Lisboa,110700,Loures,110728,"UF Sta Iria Azoia, S João Talha e Bobadela",Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2293.0,2864.0,3394.0,3897.0,4792.0,AML.xlsx
AM Lisboa,110700,Loures,110728,"UF Sta Iria Azoia, S João Talha e Bobadela",Moradia,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,3070.0,3511.0,3162.0,,AML.xlsx
AM Lisboa,110700,Loures,110728,"UF Sta Iria Azoia, S João Talha e Bobadela",Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2147.0,3023.0,3232.0,3162.0,5450.0,AML.xlsx
AM Lisboa,110700,Loures,110728,"UF Sta Iria Azoia, S João Talha e Bobadela",Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2848.0,,,AML.xlsx
AM Lisboa,110700,Loures,110728,"UF Sta Iria Azoia, S João Talha e Bobadela",Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2529.0,3070.0,3468.0,3884.0,5450.0,AML.xlsx
AM Lisboa,110700,Loures,110728,"UF Sta Iria Azoia, S João Talha e Bobadela",Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2264.0,2872.0,3358.0,3767.0,4846.0,AML.xlsx
AM Lisboa,110700,Loures,110728,"UF Sta Iria Azoia, S João Talha e Bobadela",Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2237.0,2857.0,3332.0,3750.0,4792.0,AML.xlsx
AM Lisboa,110700,Loures,110729,UF Sto Antão e S Julião do Tojal,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,3304.0,,,AML.xlsx
AM Lisboa,110700,Loures,110729,UF Sto Antão e S Julião do Tojal,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,3304.0,,,AML.xlsx
AM Lisboa,110700,Loures,110729,UF Sto Antão e S Julião do Tojal,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2365.0,3269.0,3688.0,,AML.xlsx
AM Lisboa,110700,Loures,110729,UF Sto Antão e S Julião do Tojal,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2365.0,3269.0,3688.0,,AML.xlsx
AM Lisboa,110700,Loures,110730,UF Sto António dos Cavaleiros e Frielas,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,3085.0,4042.0,4532.0,5000.0,5664.0,AML.xlsx
AM Lisboa,110700,Loures,110730,UF Sto António dos Cavaleiros e Frielas,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2931.0,3760.0,4319.0,4854.0,5594.0,AML.xlsx
AM Lisboa,110700,Loures,110730,UF Sto António dos Cavaleiros e Frielas,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2693.0,3207.0,3759.0,4129.0,5049.0,AML.xlsx
AM Lisboa,110700,Loures,110730,UF Sto António dos Cavaleiros e Frielas,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,3085.0,4042.0,4532.0,5000.0,5664.0,AML.xlsx
AM Lisboa,110700,Loures,110730,UF Sto António dos Cavaleiros e Frielas,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2931.0,3760.0,4319.0,4854.0,5594.0,AML.xlsx
AM Lisboa,110700,Loures,110730,UF Sto António dos Cavaleiros e Frielas,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2693.0,3207.0,3759.0,4129.0,5049.0,AML.xlsx
AM Lisboa,110900,Mafra,110906,Ericeira,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,4000.0,4406.0,4808.0,,AML.xlsx
AM Lisboa,110900,Mafra,110906,Ericeira,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1788.0,3647.0,4042.0,4583.0,5359.0,AML.xlsx
AM Lisboa,110900,Mafra,110906,Ericeira,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1396.0,3208.0,3792.0,4298.0,5333.0,AML.xlsx
AM Lisboa,110900,Mafra,110906,Ericeira,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1518.0,2433.0,3253.0,4002.0,5245.0,AML.xlsx
AM Lisboa,110900,Mafra,110906,Ericeira,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2573.0,3340.0,4074.0,,AML.xlsx
AM Lisboa,110900,Mafra,110906,Ericeira,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,3712.0,4134.0,4696.0,,AML.xlsx
AM Lisboa,110900,Mafra,110906,Ericeira,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1588.0,3069.0,3748.0,4479.0,5316.0,AML.xlsx
AM Lisboa,110900,Mafra,110906,Ericeira,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1463.0,2877.0,3581.0,4094.0,5287.0,AML.xlsx
AM Lisboa,110900,Mafra,110909,Mafra,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2561.0,2851.0,3645.0,4219.0,5257.0,AML.xlsx
AM Lisboa,110900,Mafra,110909,Mafra,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1949.0,2711.0,3339.0,3878.0,4877.0,AML.xlsx
AM Lisboa,110900,Mafra,110909,Mafra,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1850.0,2672.0,3194.0,3650.0,4857.0,AML.xlsx
AM Lisboa,110900,Mafra,110909,Mafra,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2538.0,2902.0,3272.0,,AML.xlsx
AM Lisboa,110900,Mafra,110909,Mafra,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2538.0,2902.0,3272.0,,AML.xlsx
AM Lisboa,110900,Mafra,110909,Mafra,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2561.0,2851.0,3645.0,4219.0,5257.0,AML.xlsx
AM Lisboa,110900,Mafra,110909,Mafra,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1979.0,2652.0,3267.0,3810.0,4762.0,AML.xlsx
AM Lisboa,110900,Mafra,110909,Mafra,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1909.0,2568.0,3128.0,3494.0,4734.0,AML.xlsx
AM Lisboa,110900,Mafra,110911,Milharado,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2226.0,3091.0,4010.0,,AML.xlsx
AM Lisboa,110900,Mafra,110911,Milharado,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,3310.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110911,Milharado,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2550.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110911,Milharado,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2550.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110911,Milharado,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,782.0,1989.0,2929.0,3928.0,4974.0,AML.xlsx
AM Lisboa,110900,Mafra,110911,Milharado,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1850.0,2930.0,3928.0,,AML.xlsx
AM Lisboa,110900,Mafra,110913,Sto Isidoro,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,3126.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110913,Sto Isidoro,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,3126.0,,,AML.xlsx
AM Lisboa,110900,Mafra,0,Total,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,1989.0,2705.0,3627.0,4510.0,5186.0,AML.xlsx
AM Lisboa,110900,Mafra,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1959.0,2700.0,3414.0,4026.0,4974.0,AML.xlsx
AM Lisboa,110900,Mafra,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1852.0,2700.0,3295.0,3861.0,4942.0,AML.xlsx
AM Lisboa,110900,Mafra,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,773.0,2006.0,2647.0,3316.0,4279.0,AML.xlsx
AM Lisboa,110900,Mafra,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,728.0,2006.0,2651.0,3316.0,4309.0,AML.xlsx
AM Lisboa,110900,Mafra,0,Total,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,1919.0,2664.0,3540.0,4399.0,5130.0,AML.xlsx
AM Lisboa,110900,Mafra,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1403.0,2380.0,3109.0,3837.0,4909.0,AML.xlsx
AM Lisboa,110900,Mafra,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1330.0,2264.0,2977.0,3712.0,4677.0,AML.xlsx
AM Lisboa,110900,Mafra,110918,UF Azueira e Sobral da Abelheira,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1921.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110918,UF Azueira e Sobral da Abelheira,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1921.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110918,UF Azueira e Sobral da Abelheira,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1731.0,2057.0,2569.0,,AML.xlsx
AM Lisboa,110900,Mafra,110918,UF Azueira e Sobral da Abelheira,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1731.0,2057.0,2569.0,,AML.xlsx
AM Lisboa,110900,Mafra,110919,UF Enxara Bispo e Gradil,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1298.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110919,UF Enxara Bispo e Gradil,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1298.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110919,UF Enxara Bispo e Gradil,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1298.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110919,UF Enxara Bispo e Gradil,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1298.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110920,UF Igreja Nova e Cheleiros,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2380.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110920,UF Igreja Nova e Cheleiros,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2380.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110920,UF Igreja Nova e Cheleiros,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2479.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110920,UF Igreja Nova e Cheleiros,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2479.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110921,UF Malveira e S Miguel de Alcainça,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,3154.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110921,UF Malveira e S Miguel de Alcainça,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1423.0,2788.0,3274.0,3740.0,4342.0,AML.xlsx
AM Lisboa,110900,Mafra,110921,UF Malveira e S Miguel de Alcainça,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,3368.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110921,UF Malveira e S Miguel de Alcainça,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2976.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110921,UF Malveira e S Miguel de Alcainça,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,3144.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110921,UF Malveira e S Miguel de Alcainça,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,3027.0,,,AML.xlsx
AM Lisboa,110900,Mafra,110921,UF Malveira e S Miguel de Alcainça,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1518.0,2590.0,3193.0,3750.0,4267.0,AML.xlsx
AM Lisboa,110900,Mafra,110921,UF Malveira e S Miguel de Alcainça,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2670.0,3288.0,3764.0,,AML.xlsx
AM Lisboa,110900,Mafra,110922,UF Venda Pinheiro e Sto Estêvão Galés,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2126.0,2753.0,3592.0,,AML.xlsx
AM Lisboa,110900,Mafra,110922,UF Venda Pinheiro e Sto Estêvão Galés,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2126.0,2753.0,3592.0,,AML.xlsx
AM Lisboa,110900,Mafra,110922,UF Venda Pinheiro e Sto Estêvão Galés,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2126.0,2697.0,3123.0,,AML.xlsx
AM Lisboa,110900,Mafra,110922,UF Venda Pinheiro e Sto Estêvão Galés,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2126.0,2697.0,3123.0,,AML.xlsx
AM Lisboa,150600,Moita,150601,Alhos Vedros,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1917.0,2395.0,2715.0,2981.0,3950.0,AML.xlsx
AM Lisboa,150600,Moita,150601,Alhos Vedros,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1916.0,2391.0,2707.0,2889.0,3962.0,AML.xlsx
AM Lisboa,150600,Moita,150601,Alhos Vedros,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2715.0,,,AML.xlsx
AM Lisboa,150600,Moita,150601,Alhos Vedros,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2900.0,,,AML.xlsx
AM Lisboa,150600,Moita,150601,Alhos Vedros,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1927.0,2375.0,2715.0,2889.0,3866.0,AML.xlsx
AM Lisboa,150600,Moita,150601,Alhos Vedros,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1923.0,2395.0,2729.0,2887.0,3902.0,AML.xlsx
AM Lisboa,150600,Moita,150603,Moita,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1638.0,2390.0,2713.0,3046.0,3931.0,AML.xlsx
AM Lisboa,150600,Moita,150603,Moita,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1631.0,2371.0,2670.0,3026.0,3620.0,AML.xlsx
AM Lisboa,150600,Moita,150603,Moita,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1833.0,,,AML.xlsx
AM Lisboa,150600,Moita,150603,Moita,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1833.0,,,AML.xlsx
AM Lisboa,150600,Moita,150603,Moita,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1291.0,2193.0,2578.0,2965.0,3773.0,AML.xlsx
AM Lisboa,150600,Moita,150603,Moita,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1290.0,2191.0,2539.0,2916.0,3591.0,AML.xlsx
AM Lisboa,150600,Moita,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1904.0,2437.0,2849.0,3203.0,4126.0,AML.xlsx
AM Lisboa,150600,Moita,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1915.0,2430.0,2805.0,3154.0,3999.0,AML.xlsx
AM Lisboa,150600,Moita,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1192.0,1915.0,2326.0,2729.0,3672.0,AML.xlsx
AM Lisboa,150600,Moita,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1152.0,1816.0,2348.0,2808.0,3692.0,AML.xlsx
AM Lisboa,150600,Moita,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1743.0,2353.0,2782.0,3167.0,4027.0,AML.xlsx
AM Lisboa,150600,Moita,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1733.0,2371.0,2751.0,3124.0,3910.0,AML.xlsx
AM Lisboa,150600,Moita,150607,UF Baixa da Banheira e Vale da Amoreira,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1917.0,2465.0,2960.0,3435.0,4277.0,AML.xlsx
AM Lisboa,150600,Moita,150607,UF Baixa da Banheira e Vale da Amoreira,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1925.0,2450.0,2906.0,3265.0,4152.0,AML.xlsx
AM Lisboa,150600,Moita,150607,UF Baixa da Banheira e Vale da Amoreira,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2287.0,,,AML.xlsx
AM Lisboa,150600,Moita,150607,UF Baixa da Banheira e Vale da Amoreira,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2341.0,,,AML.xlsx
AM Lisboa,150600,Moita,150607,UF Baixa da Banheira e Vale da Amoreira,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1817.0,2430.0,2915.0,3377.0,4179.0,AML.xlsx
AM Lisboa,150600,Moita,150607,UF Baixa da Banheira e Vale da Amoreira,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1866.0,2436.0,2875.0,3265.0,4139.0,AML.xlsx
AM Lisboa,150600,Moita,150608,UF Gaio-Rosário e Sarilhos Pequenos,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2583.0,,,AML.xlsx
AM Lisboa,150600,Moita,150608,UF Gaio-Rosário e Sarilhos Pequenos,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2583.0,,,AML.xlsx
AM Lisboa,150600,Moita,150608,UF Gaio-Rosário e Sarilhos Pequenos,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2504.0,,,AML.xlsx
AM Lisboa,150600,Moita,150608,UF Gaio-Rosário e Sarilhos Pequenos,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2504.0,,,AML.xlsx
AM Lisboa,150700,Montijo,150704,Sarilhos Grandes,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1906.0,,,AML.xlsx
AM Lisboa,150700,Montijo,150704,Sarilhos Grandes,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2212.0,,,AML.xlsx
AM Lisboa,150700,Montijo,0,Total,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2556.0,3014.0,3470.0,3870.0,4885.0,AML.xlsx
AM Lisboa,150700,Montijo,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1906.0,2426.0,2952.0,3410.0,4117.0,AML.xlsx
AM Lisboa,150700,Montijo,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1886.0,2309.0,2818.0,3288.0,3905.0,AML.xlsx
AM Lisboa,150700,Montijo,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,986.0,1562.0,2493.0,3062.0,5390.0,AML.xlsx
AM Lisboa,150700,Montijo,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,977.0,1524.0,2460.0,2940.0,5397.0,AML.xlsx
AM Lisboa,150700,Montijo,0,Total,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2556.0,3036.0,3464.0,3858.0,4846.0,AML.xlsx
AM Lisboa,150700,Montijo,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1632.0,2332.0,2879.0,3386.0,4268.0,AML.xlsx
AM Lisboa,150700,Montijo,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1555.0,2148.0,2751.0,3262.0,4150.0,AML.xlsx
AM Lisboa,150700,Montijo,150709,UF Atalaia e Alto-Estanqueiro-Jardia,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,3572.0,,,AML.xlsx
AM Lisboa,150700,Montijo,150709,UF Atalaia e Alto-Estanqueiro-Jardia,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,3572.0,,,AML.xlsx
AM Lisboa,150700,Montijo,150709,UF Atalaia e Alto-Estanqueiro-Jardia,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,3440.0,,,AML.xlsx
AM Lisboa,150700,Montijo,150709,UF Atalaia e Alto-Estanqueiro-Jardia,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,3440.0,,,AML.xlsx
AM Lisboa,150700,Montijo,150710,UF Montijo e Afonsoeiro,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,2556.0,3059.0,3508.0,3886.0,4963.0,AML.xlsx
AM Lisboa,150700,Montijo,150710,UF Montijo e Afonsoeiro,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1903.0,2422.0,2953.0,3420.0,4121.0,AML.xlsx
AM Lisboa,150700,Montijo,150710,UF Montijo e Afonsoeiro,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1886.0,2299.0,2819.0,3292.0,3907.0,AML.xlsx
