regiao,concelho_id,concelho,freguesia_id,freguesia,tipologia,estado,agregacao,janela_temporal,periodo_referencia,n,p5,p25,media,p75,p95,fonte_ficheiro
Alentejo,150900,Santiago do Cacém,150907,Sto André,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1591.0,2255.0,2700.0,3000.0,6111.0,alentejo.xlsx
Alentejo,150900,Santiago do Cacém,150907,Sto André,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1591.0,2255.0,2700.0,3000.0,6111.0,alentejo.xlsx
Alentejo,150900,Santiago do Cacém,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1064.0,2073.0,2282.0,2558.0,3228.0,alentejo.xlsx
Alentejo,150900,Santiago do Cacém,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1064.0,2073.0,2282.0,2558.0,3228.0,alentejo.xlsx
Alentejo,150900,Santiago do Cacém,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,756.0,1569.0,2692.0,3144.0,7896.0,alentejo.xlsx
Alentejo,150900,Santiago do Cacém,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,745.0,1544.0,2413.0,3100.0,6111.0,alentejo.xlsx
Alentejo,150900,Santiago do Cacém,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,968.0,1809.0,2477.0,2754.0,5944.0,alentejo.xlsx
Alentejo,150900,Santiago do Cacém,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,964.0,1754.0,2343.0,2691.0,4827.0,alentejo.xlsx
Alentejo,150900,Santiago do Cacém,150912,UF Santiago Cacém e Sta Cruz,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2523.0,,,alentejo.xlsx
Alentejo,150900,Santiago do Cacém,150912,UF Santiago Cacém e Sta Cruz,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2523.0,,,alentejo.xlsx
Alentejo,151300,Sines,151301,Sines,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2943.0,,,alentejo.xlsx
Alentejo,151300,Sines,151301,Sines,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2943.0,,,alentejo.xlsx
Alentejo,151300,Sines,151301,Sines,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2850.0,,,alentejo.xlsx
Alentejo,151300,Sines,151301,Sines,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2865.0,,,alentejo.xlsx
Alentejo,151300,Sines,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2647.0,3056.0,4946.0,6468.0,7202.0,alentejo.xlsx
Alentejo,151300,Sines,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2943.0,,,alentejo.xlsx
Alentejo,151300,Sines,0,Total,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,5766.0,5927.0,6540.0,,alentejo.xlsx
Alentejo,151300,Sines,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2535.0,2778.0,4566.0,6378.0,7202.0,alentejo.xlsx
Alentejo,151300,Sines,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2865.0,,,alentejo.xlsx
Alentejo,71300,Viana do Alentejo,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1156.0,,,alentejo.xlsx
Alentejo,71300,Viana do Alentejo,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1156.0,,,alentejo.xlsx
Alentejo,71300,Viana do Alentejo,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1156.0,,,alentejo.xlsx
Alentejo,71300,Viana do Alentejo,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1156.0,,,alentejo.xlsx
Alentejo,70500,Évora,70515,Canaviais,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2631.0,,,alentejo.xlsx
Alentejo,70500,Évora,70515,Canaviais,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2649.0,,,alentejo.xlsx
Alentejo,70500,Évora,70515,Canaviais,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2631.0,,,alentejo.xlsx
Alentejo,70500,Évora,70515,Canaviais,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2649.0,,,alentejo.xlsx
Alentejo,70500,Évora,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1659.0,2090.0,2558.0,2841.0,3839.0,alentejo.xlsx
Alentejo,70500,Évora,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1659.0,2090.0,2558.0,2841.0,3839.0,alentejo.xlsx
Alentejo,70500,Évora,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1009.0,1939.0,2356.0,2814.0,3492.0,alentejo.xlsx
Alentejo,70500,Évora,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1006.0,1825.0,2342.0,2814.0,3498.0,alentejo.xlsx
Alentejo,70500,Évora,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1037.0,2059.0,2428.0,2828.0,3493.0,alentejo.xlsx
Alentejo,70500,Évora,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1033.0,2047.0,2422.0,2828.0,3499.0,alentejo.xlsx
Alentejo,70500,Évora,70522,UF Bacelo e Senhora da Saúde,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2199.0,2721.0,2881.0,,alentejo.xlsx
Alentejo,70500,Évora,70522,UF Bacelo e Senhora da Saúde,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2199.0,2721.0,2881.0,,alentejo.xlsx
Alentejo,70500,Évora,70522,UF Bacelo e Senhora da Saúde,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1776.0,2545.0,3021.0,,alentejo.xlsx
Alentejo,70500,Évora,70522,UF Bacelo e Senhora da Saúde,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1772.0,2518.0,3057.0,,alentejo.xlsx
Alentejo,70500,Évora,70522,UF Bacelo e Senhora da Saúde,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1128.0,2031.0,2633.0,2928.0,5046.0,alentejo.xlsx
Alentejo,70500,Évora,70522,UF Bacelo e Senhora da Saúde,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1110.0,2012.0,2623.0,2935.0,5066.0,alentejo.xlsx
Alentejo,70500,Évora,70524,UF Malagueira e Horta das Figueiras,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1692.0,2095.0,2487.0,2780.0,3792.0,alentejo.xlsx
Alentejo,70500,Évora,70524,UF Malagueira e Horta das Figueiras,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1692.0,2095.0,2487.0,2780.0,3792.0,alentejo.xlsx
Alentejo,70500,Évora,70524,UF Malagueira e Horta das Figueiras,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1743.0,2220.0,2520.0,2780.0,3482.0,alentejo.xlsx
Alentejo,70500,Évora,70524,UF Malagueira e Horta das Figueiras,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1735.0,2194.0,2528.0,2830.0,3492.0,alentejo.xlsx
Alentejo,70500,Évora,70524,UF Malagueira e Horta das Figueiras,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1750.0,2136.0,2506.0,2734.0,3481.0,alentejo.xlsx
Alentejo,70500,Évora,70524,UF Malagueira e Horta das Figueiras,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1743.0,2132.0,2509.0,2757.0,3490.0,alentejo.xlsx
Alentejo,70500,Évora,70523,UF Évora (S Mamede e Sto Antão),Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2429.0,,,alentejo.xlsx
Alentejo,70500,Évora,70523,UF Évora (S Mamede e Sto Antão),Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2429.0,,,alentejo.xlsx
Alentejo,70500,Évora,70523,UF Évora (S Mamede e Sto Antão),Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1824.0,2373.0,3022.0,,alentejo.xlsx
Alentejo,70500,Évora,70523,UF Évora (S Mamede e Sto Antão),Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1824.0,2373.0,3022.0,,alentejo.xlsx
Alentejo,70500,Évora,70523,UF Évora (S Mamede e Sto Antão),Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1026.0,1901.0,2388.0,3006.0,3421.0,alentejo.xlsx
Alentejo,70500,Évora,70523,UF Évora (S Mamede e Sto Antão),Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1026.0,1901.0,2388.0,3006.0,3421.0,alentejo.xlsx
Centro,140100,Abrantes,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1000.0,1462.0,1878.0,,centro.xlsx
Centro,140100,Abrantes,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1000.0,1462.0,1878.0,,centro.xlsx
Centro,140100,Abrantes,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,452.0,619.0,893.0,938.0,2203.0,centro.xlsx
Centro,140100,Abrantes,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,452.0,619.0,893.0,938.0,2203.0,centro.xlsx
Centro,140100,Abrantes,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,475.0,682.0,1082.0,1439.0,2283.0,centro.xlsx
Centro,140100,Abrantes,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,475.0,682.0,1082.0,1439.0,2283.0,centro.xlsx
Centro,140100,Abrantes,140120,UF Abrantes (S Vic/S João) e Alferrarede,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1575.0,,,centro.xlsx
Centro,140100,Abrantes,140120,UF Abrantes (S Vic/S João) e Alferrarede,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1575.0,,,centro.xlsx
Centro,140100,Abrantes,140120,UF Abrantes (S Vic/S João) e Alferrarede,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,969.0,,,centro.xlsx
Centro,140100,Abrantes,140120,UF Abrantes (S Vic/S João) e Alferrarede,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,969.0,,,centro.xlsx
Centro,140100,Abrantes,140120,UF Abrantes (S Vic/S João) e Alferrarede,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,696.0,1245.0,1647.0,,centro.xlsx
Centro,140100,Abrantes,140120,UF Abrantes (S Vic/S João) e Alferrarede,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,696.0,1245.0,1647.0,,centro.xlsx
Centro,140100,Abrantes,140124,UF S Miguel Rio Torto/Rossio Sul do Tejo,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1250.0,,,centro.xlsx
Centro,140100,Abrantes,140124,UF S Miguel Rio Torto/Rossio Sul do Tejo,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1250.0,,,centro.xlsx
Centro,140100,Abrantes,140124,UF S Miguel Rio Torto/Rossio Sul do Tejo,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1067.0,,,centro.xlsx
Centro,140100,Abrantes,140124,UF S Miguel Rio Torto/Rossio Sul do Tejo,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1067.0,,,centro.xlsx
Centro,10200,Albergaria-a-Velha,10209,Albergaria-a-Velha e Valmaior,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1798.0,,,centro.xlsx
Centro,10200,Albergaria-a-Velha,10209,Albergaria-a-Velha e Valmaior,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1798.0,,,centro.xlsx
Centro,10200,Albergaria-a-Velha,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1970.0,,,centro.xlsx
Centro,10200,Albergaria-a-Velha,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1707.0,,,centro.xlsx
Centro,10200,Albergaria-a-Velha,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1693.0,,,centro.xlsx
Centro,100100,Alcobaça,100112,S Martinho do Porto,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2682.0,,,centro.xlsx
Centro,100100,Alcobaça,100112,S Martinho do Porto,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2682.0,,,centro.xlsx
Centro,100100,Alcobaça,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1057.0,1486.0,2205.0,2464.0,4583.0,centro.xlsx
Centro,100100,Alcobaça,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1428.0,2158.0,2956.0,,centro.xlsx
Centro,100100,Alcobaça,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,723.0,1146.0,1650.0,2012.0,3001.0,centro.xlsx
Centro,100100,Alcobaça,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,709.0,1109.0,1601.0,1954.0,3034.0,centro.xlsx
Centro,100100,Alcobaça,0,Total,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,2360.0,,,centro.xlsx
Centro,100100,Alcobaça,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,808.0,1248.0,1839.0,2204.0,3555.0,centro.xlsx
Centro,100100,Alcobaça,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,794.0,1182.0,1773.0,2071.0,3636.0,centro.xlsx
Centro,100100,Alcobaça,100121,UF Alcobaça e Vestiaria,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1344.0,,,centro.xlsx
Centro,100100,Alcobaça,100121,UF Alcobaça e Vestiaria,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1344.0,,,centro.xlsx
Centro,100100,Alcobaça,100123,UF Pataias e Martingança,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2232.0,,,centro.xlsx
Centro,100100,Alcobaça,100123,UF Pataias e Martingança,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1674.0,2086.0,2462.0,,centro.xlsx
Centro,110100,Alenquer,110107,Meca,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1780.0,,,centro.xlsx
Centro,110100,Alenquer,110107,Meca,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1780.0,,,centro.xlsx
Centro,110100,Alenquer,110107,Meca,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1780.0,,,centro.xlsx
Centro,110100,Alenquer,110107,Meca,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1780.0,,,centro.xlsx
Centro,110100,Alenquer,0,Total,Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,2418.0,,,centro.xlsx
Centro,110100,Alenquer,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1843.0,2260.0,2581.0,2852.0,3357.0,centro.xlsx
Centro,110100,Alenquer,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1812.0,2273.0,2594.0,2883.0,3358.0,centro.xlsx
Centro,110100,Alenquer,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,773.0,1560.0,2004.0,2500.0,3575.0,centro.xlsx
Centro,110100,Alenquer,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,769.0,1579.0,2016.0,2502.0,3588.0,centro.xlsx
Centro,110100,Alenquer,0,Total,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,2213.0,,,centro.xlsx
Centro,110100,Alenquer,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1140.0,1809.0,2317.0,2786.0,3362.0,centro.xlsx
Centro,110100,Alenquer,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1100.0,1809.0,2322.0,2794.0,3375.0,centro.xlsx
Centro,110100,Alenquer,110117,UF Abrigada e Cabanas de Torres,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1791.0,2026.0,2426.0,,centro.xlsx
Centro,110100,Alenquer,110117,UF Abrigada e Cabanas de Torres,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1791.0,2026.0,2426.0,,centro.xlsx
Centro,110100,Alenquer,110117,UF Abrigada e Cabanas de Torres,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1791.0,2026.0,2426.0,,centro.xlsx
Centro,110100,Alenquer,110117,UF Abrigada e Cabanas de Torres,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1791.0,2026.0,2426.0,,centro.xlsx
Centro,110100,Alenquer,110118,UF Aldeia Galega Merceana/Aldeia Gavinha,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1630.0,2018.0,2576.0,,centro.xlsx
Centro,110100,Alenquer,110118,UF Aldeia Galega Merceana/Aldeia Gavinha,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1630.0,2018.0,2576.0,,centro.xlsx
Centro,110100,Alenquer,110118,UF Aldeia Galega Merceana/Aldeia Gavinha,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1648.0,1975.0,2386.0,,centro.xlsx
Centro,110100,Alenquer,110118,UF Aldeia Galega Merceana/Aldeia Gavinha,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1648.0,1975.0,2386.0,,centro.xlsx
Centro,110100,Alenquer,110119,UF Alenquer (Sto Estêvão e Triana),Apartamento,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,2418.0,,,centro.xlsx
Centro,110100,Alenquer,110119,UF Alenquer (Sto Estêvão e Triana),Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,2035.0,2317.0,2668.0,2895.0,3347.0,centro.xlsx
Centro,110100,Alenquer,110119,UF Alenquer (Sto Estêvão e Triana),Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,2034.0,2464.0,2727.0,3026.0,3370.0,centro.xlsx
Centro,110100,Alenquer,110119,UF Alenquer (Sto Estêvão e Triana),Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1229.0,1618.0,2393.0,2943.0,4182.0,centro.xlsx
Centro,110100,Alenquer,110119,UF Alenquer (Sto Estêvão e Triana),Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1229.0,1618.0,2393.0,2943.0,4182.0,centro.xlsx
Centro,110100,Alenquer,110119,UF Alenquer (Sto Estêvão e Triana),Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,,2418.0,,,centro.xlsx
Centro,110100,Alenquer,110119,UF Alenquer (Sto Estêvão e Triana),Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1434.0,2212.0,2567.0,2912.0,3552.0,centro.xlsx
Centro,110100,Alenquer,110119,UF Alenquer (Sto Estêvão e Triana),Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1407.0,2213.0,2587.0,2974.0,3647.0,centro.xlsx
Centro,110100,Alenquer,110120,UF Carregado e Cadafais,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1873.0,2235.0,2562.0,2837.0,3429.0,centro.xlsx
Centro,110100,Alenquer,110120,UF Carregado e Cadafais,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1873.0,2235.0,2562.0,2837.0,3429.0,centro.xlsx
Centro,110100,Alenquer,110120,UF Carregado e Cadafais,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1779.0,2219.0,2532.0,2808.0,3399.0,centro.xlsx
Centro,110100,Alenquer,110120,UF Carregado e Cadafais,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,1779.0,2219.0,2532.0,2808.0,3399.0,centro.xlsx
Centro,110100,Alenquer,110121,UF Ribafria e Pereiro de Palhacana,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1525.0,,,centro.xlsx
Centro,110100,Alenquer,110121,UF Ribafria e Pereiro de Palhacana,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1525.0,,,centro.xlsx
Centro,110100,Alenquer,110121,UF Ribafria e Pereiro de Palhacana,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1525.0,,,centro.xlsx
Centro,110100,Alenquer,110121,UF Ribafria e Pereiro de Palhacana,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1525.0,,,centro.xlsx
Centro,110100,Alenquer,110113,Ventosa,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1368.0,1732.0,2139.0,,centro.xlsx
Centro,110100,Alenquer,110113,Ventosa,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1764.0,,,centro.xlsx
Centro,110100,Alenquer,110113,Ventosa,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1368.0,1732.0,2139.0,,centro.xlsx
Centro,110100,Alenquer,110113,Ventosa,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1764.0,,,centro.xlsx
Centro,140300,Almeirim,140301,Almeirim,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1958.0,,,centro.xlsx
Centro,140300,Almeirim,140301,Almeirim,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1832.0,,,centro.xlsx
Centro,140300,Almeirim,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1980.0,,,centro.xlsx
Centro,140300,Almeirim,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1980.0,,,centro.xlsx
Centro,140300,Almeirim,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1945.0,,,centro.xlsx
Centro,140300,Almeirim,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1853.0,,,centro.xlsx
Centro,10300,Anadia,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,1929.0,2206.0,2346.0,2500.0,2750.0,centro.xlsx
Centro,10300,Anadia,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2143.0,,,centro.xlsx
Centro,10300,Anadia,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1592.0,,,centro.xlsx
Centro,10300,Anadia,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1502.0,,,centro.xlsx
Centro,10300,Anadia,0,Total,Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,2240.0,2397.0,2505.0,,centro.xlsx
Centro,10300,Anadia,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,659.0,2057.0,2158.0,2498.0,2720.0,centro.xlsx
Centro,10300,Anadia,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1439.0,1822.0,2240.0,,centro.xlsx
Centro,10300,Anadia,10318,"UF Tamengos, Aguim e Óis do Bairro",Total,Novo,Semestral,Acumulado de 6 meses,2026-05-31,,,2240.0,2397.0,2505.0,,centro.xlsx
Centro,10300,Anadia,10318,"UF Tamengos, Aguim e Óis do Bairro",Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2240.0,2397.0,2505.0,,centro.xlsx
Centro,100300,Ansião,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1364.0,,,centro.xlsx
Centro,100300,Ansião,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1364.0,,,centro.xlsx
Centro,60100,Arganil,60102,Arganil,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,1138.0,,,centro.xlsx
Centro,60100,Arganil,60102,Arganil,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,1138.0,,,centro.xlsx
Centro,60100,Arganil,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,936.0,,,centro.xlsx
Centro,60100,Arganil,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,936.0,,,centro.xlsx
Centro,60100,Arganil,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,649.0,1069.0,1334.0,,centro.xlsx
Centro,60100,Arganil,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,649.0,1069.0,1334.0,,centro.xlsx
Centro,110200,Arruda dos Vinhos,110201,Arranhó,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2426.0,,,centro.xlsx
Centro,110200,Arruda dos Vinhos,110201,Arranhó,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2110.0,,,centro.xlsx
Centro,110200,Arruda dos Vinhos,110201,Arranhó,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,,2426.0,,,centro.xlsx
Centro,110200,Arruda dos Vinhos,110201,Arranhó,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,,2110.0,,,centro.xlsx
Centro,110200,Arruda dos Vinhos,110202,Arruda dos Vinhos,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2462.0,2678.0,2868.0,,centro.xlsx
Centro,110200,Arruda dos Vinhos,110202,Arruda dos Vinhos,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2404.0,2603.0,2710.0,,centro.xlsx
Centro,110200,Arruda dos Vinhos,110202,Arruda dos Vinhos,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,1100.0,2193.0,3347.0,,centro.xlsx
Centro,110200,Arruda dos Vinhos,110202,Arruda dos Vinhos,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,1100.0,2193.0,3347.0,,centro.xlsx
Centro,110200,Arruda dos Vinhos,110202,Arruda dos Vinhos,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,730.0,1934.0,2465.0,2998.0,4188.0,centro.xlsx
Centro,110200,Arruda dos Vinhos,110202,Arruda dos Vinhos,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,714.0,1909.0,2415.0,2882.0,4219.0,centro.xlsx
Centro,110200,Arruda dos Vinhos,0,Total,Apartamento,Total,Semestral,Acumulado de 6 meses,2026-05-31,,,2462.0,2678.0,2868.0,,centro.xlsx
Centro,110200,Arruda dos Vinhos,0,Total,Apartamento,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,,2404.0,2603.0,2710.0,,centro.xlsx
Centro,110200,Arruda dos Vinhos,0,Total,Moradia,Total,Semestral,Acumulado de 6 meses,2026-05-31,,452.0,1065.0,2389.0,3448.0,4375.0,centro.xlsx
Centro,110200,Arruda dos Vinhos,0,Total,Moradia,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,452.0,995.0,2167.0,3170.0,4375.0,centro.xlsx
Centro,110200,Arruda dos Vinhos,0,Total,Total,Total,Semestral,Acumulado de 6 meses,2026-05-31,,569.0,1909.0,2515.0,3170.0,4337.0,centro.xlsx
Centro,110200,Arruda dos Vinhos,0,Total,Total,Usado,Semestral,Acumulado de 6 meses,2026-05-31,,542.0,1552.0,2363.0,2998.0,4062.0,centro.xlsx
